Model, Form, Style, Pattern, Controls, Covered controls, Percent covered controls, Pattern Version, Unspecified count, Custom count
Foundation,OMOperatingUnit,SimpleListDetails,SimpleListDetails-Grid,86,80,93.02%,1.4,1,0
Foundation,InventOnhandMovement,Dialog,DialogReadOnly,152,122,80.26%,1.2,0,1
Foundation,OfficialsTable_RU,Auto,Task,122,21,17.21%,1.2,0,8
Foundation,EmplAdvTable_RU,DetailsFormTransaction,DetailsTransaction,188,188,100.00%,1.4,0,0
Foundation,BankClientOutPayment_RU,Auto,Task,41,41,100.00%,1.2,0,0
Foundation,RFIDTagValidator,Auto,SimpleDetails-StandardTabsContainer,29,8,27.59%,1.5,3,0
ApplicationFoundation,DMFDefinitionGroupEntitySequence,Dialog,Dialog,18,14,77.78%,1.2,0,1
Foundation,InventNonConformanceTableCreate,Dialog,Dialog,42,42,100.00%,1.2,0,0
Foundation,RetailWorkspaceConfiguration,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,ReturnTable,DetailsFormTransaction,DetailsTransaction,256,256,100.00%,1.4,0,0
Foundation,EInvoiceParameters_IT,TableOfContents,TableOfContents,78,78,100.00%,1.1,0,0
Foundation,EPDocumentTypes_BR,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,AssetTable,DetailsFormMaster,DetailsMaster,200,196,98.00%,1.4,0,1
ApplicationFoundation,DMFExecutionHistoryEntities,FormPart,HubPartGrid,17,17,100.00%,1,0,0
Foundation,PurchReqTablePreview,FormPart,FormPartFactboxGrid,18,18,100.00%,1.1,0,0
Foundation,TMSAddRouteToLoad,Dialog,Dialog,8,8,100.00%,1.2,0,0
Foundation,PurchRFQEditLines,Dialog,Dialog,50,50,100.00%,1.2,0,1
Foundation,AuditPolicyCaseGroup,SimpleListDetails,SimpleListDetails,12,12,100.00%,1.3,0,0
Foundation,PurchRFQCaseLineCopyItem,FormPart,FormPartFactboxCard,4,4,100.00%,UX7 1.0,0,0
Foundation,InventJournalMovement,DetailsFormTransaction,DetailsTransaction,224,224,100.00%,1.4,0,0
ApplicationFoundation,DefaultDashboard,Dashboard,Custom,16,0,0.00%,,0,1
Foundation,EmplTransactions_RU,FormPart,FormPartFactboxGrid,10,10,100.00%,1.1,0,0
Foundation,TDSPayableCertificate_IN,Auto,SimpleDetails-FastTabsContainer,30,21,70.00%,1.4,0,1
Foundation,PurchRFQReplyTableStatus,FormPart,FormPartFactboxCard,4,4,100.00%,UX7 1.0,0,0
Foundation,RFIDTrans,Auto,Task,36,36,100.00%,1.2,0,0
Foundation,BankBorderoCancel_BR,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,PartitionAdministration,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,TaxWithholdProvisionalReceipt_IN,SimpleList,SimpleList,16,16,100.00%,1.1,0,0
Foundation,RetailZReportInfoPart_BR,FormPart,FormPartFactboxCard,5,5,100.00%,UX7 1.0,0,0
Foundation,InventNumGroup,SimpleListDetails,SimpleListDetails,31,31,100.00%,1.3,0,0
Foundation,InventOnhandReserve,Auto,SimpleDetails-FastTabsContainer,96,96,100.00%,1.4,0,0
Foundation,RHRMEmployee,DetailsFormMaster,DetailsMaster,267,94,35.21%,1.4,3,0
Foundation,EmplBalance_RU,SimpleList,SimpleList,22,22,100.00%,1.1,0,0
Foundation,TMSAddRouteToLoadOutbound,Dialog,Dialog,9,9,100.00%,1.2,0,0
Foundation,TaxWithholdTmpWorkTrans_IN,Auto,Task,54,54,100.00%,1.2,0,0
Foundation,OMHierarchySelector,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,ReturnTableListPage,ListPage,ListPage,49,49,100.00%,UX7 1.0,0,0
ApplicationFoundation,DataManagementWorkspace,Workspace,Workspace,43,30,69.77%,2,0,2
Foundation,InventPackagingMaterialCreateTrans,Dialog,Dialog,29,29,100.00%,1.2,0,0
Foundation,EPInstructions_BR,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,AssetTableListPagesPreviewPane,FormPart,FormPartFactboxCard,12,12,100.00%,UX7 1.0,0,0
ApplicationFoundation,DMFDefinitionGroupExecutionHistory,SimpleListDetails,SimpleListDetails,24,24,100.00%,1.3,0,0
Foundation,MCRUpSellItem,SimpleListDetails,SimpleListDetails,31,31,100.00%,1.3,0,0
Foundation,PurchRFQReplyTableTotals,FormPart,FormPartFactboxCard,5,5,100.00%,UX7 1.0,0,0
Foundation,RG23ABalanceForm_IN,Auto,Custom,19,0,0.00%,,0,1
Foundation,BankCodaAccountStatement,Auto,Task,44,44,100.00%,1.2,0,0
Foundation,ThresholdCreationAndCopy_IN,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,AuditPolicyDateSelection,Dialog,Dialog,8,8,100.00%,1.2,0,0
Foundation,InventJournalName,SimpleListDetails,SimpleListDetails,41,41,100.00%,1.3,0,0
Foundation,PurchReqTableReviewDetails,FormPart,Custom,10,0,0.00%,,0,1
Foundation,EmplTrans_RU,Auto,Task,79,76,96.20%,1.2,1,0
Foundation,OMOrganizationHierarchyListPage,ListPage,ListPage,10,10,100.00%,UX7 1.0,0,0
Foundation,PurchRFQCaseReplyFields,Dialog,Dialog,40,40,100.00%,1.2,0,0
Foundation,BankBorderoPaymentTrans_BR,SimpleListDetails,SimpleListDetails,29,29,100.00%,1.3,0,0
ApplicationFoundation,DMFBatchJob,Auto,Custom,20,0,0.00%,,0,1
Foundation,PurchRFQEditLinesParameters,DropDialog,DropDialog,9,9,100.00%,1.2,0,0
Foundation,PayableBalance_IN,Auto,SimpleDetails-FastTabsContainer,19,19,100.00%,1.4,0,0
Foundation,RetailZReportListPagePreviewPane_BR,FormPart,FormPartFactboxGrid,7,7,100.00%,1.1,0,0
Foundation,EssPersonCertificate,Auto,Custom,29,26,89.66%,,0,1
Foundation,TaxWithholdRegNumberLookup_IN,Lookup,LookupTab,16,16,100.00%,1,0,0
Foundation,TaxWithholdTrans,Auto,Task,91,91,100.00%,1.2,0,0
Foundation,TMSAppointment,SimpleListDetails,SimpleListDetails,52,52,100.00%,1.3,0,0
Foundation,ReturnTableListPagePreviewPane,FormPart,FormPartFactboxGrid,12,12,100.00%,1.1,0,0
Foundation,InventOrderEntryDeadlineGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,SalesCreateOrder,Dialog,Dialog,87,32,36.78%,1.2,0,1
Foundation,RHRMEmployeeContact,SimpleListDetails,SimpleListDetails,41,27,65.85%,1.3,1,0
Foundation,EPPaymentTypeTable_BR,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,EmplExchRateAdjustment_RU,Auto,Task,36,35,97.22%,1.2,0,1
Foundation,PurchRFQScoringCriteriaCopy,Dialog,Dialog,7,7,100.00%,1.2,0,0
Foundation,BankCodaAccountStatementLines,Auto,Task,79,79,100.00%,1.2,0,0
Foundation,OMInternalOrganizationListPage,ListPage,ListPage,16,16,100.00%,UX7 1.0,0,0
ApplicationFoundation,DMFExecutionHistorySummary,SimpleList,Custom,16,0,0.00%,,0,1
Foundation,InventOnhandCheckReserve,Dialog,DialogFastTabs,51,51,100.00%,1,0,0
Foundation,ThresholdCreation_IN,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,InventJournalPrint_RU,Auto,SimpleDetails-ToolbarFields,3,3,100.00%,1.3,0,0
Foundation,InventPackagingMaterialCreateTransPurch,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,OMOrganizationHierarchyPurposeList,SimpleList,SimpleList,6,6,100.00%,1.1,0,0
Foundation,BankBorderoTable_BR,SimpleListDetails,SimpleListDetails,31,31,100.00%,1.3,0,0
ApplicationFoundation,DataManagementWorkspaceIT,Workspace,WorkspaceOperational,20,20,100.00%,1,0,0
Foundation,RetailZReportListPage_BR,ListPage,ListPage,21,21,100.00%,UX7 1.0,0,0
Foundation,InventOrderEntryDeadlineParameters,Auto,SimpleDetails-FastTabsContainer,19,19,100.00%,1.4,0,0
ApplicationFoundation,DMFDefinitionGroupFromTemplate,Dialog,Dialog,11,11,100.00%,1.2,0,0
Foundation,EmplGroup_RU,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,EngChgCaseAddToLog,Dialog,Dialog,11,11,100.00%,1.2,0,0
Foundation,RG23AItemDetails_IN,Auto,Task,11,11,100.00%,1.2,0,0
Foundation,PurchReqTableVersion,SimpleList,SimpleList,16,16,100.00%,1.1,0,0
Foundation,TaxWithholdReportingCodes_IN,SimpleListDetails,SimpleListDetails,24,24,100.00%,1.3,0,0
Foundation,AssetTableNotAcquiredListPage,ListPage,ListPage,37,37,100.00%,UX7 1.0,0,0
Foundation,ReturnTableReferences,Dialog,DialogDoubleTabs,29,29,100.00%,1.3,0,0
Foundation,MCRUpSellVarRule,SimpleListDetails,SimpleListDetails,24,24,100.00%,1.3,0,0
Electronic Reporting Application Suite Integration,ERModelGDPdUFunctionEditor,Auto,Custom,34,0,0.00%,,0,1
Foundation,PurchRFQEditLinesPrintOptions,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,EssPersonCertificateEntry,Dialog,Dialog,11,11,100.00%,1.2,0,0
Foundation,BankCodaAccountTable,Auto,SimpleDetails-ToolbarFields,6,6,100.00%,1.3,0,0
Foundation,PurchRFQScoringMethod,SimpleListDetails,SimpleListDetails,22,22,100.00%,1.3,0,0
Foundation,TMSApptHistory,SimpleList,SimpleList,21,21,100.00%,1.1,0,0
Foundation,AuditPolicyRule,Dialog,Dialog,44,41,93.18%,1.2,0,1
Foundation,PaymCalendar,SimpleListDetails,SimpleListDetails,41,33,80.49%,1.3,0,1
Foundation,EPPaymentWayTable_BR,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,PurchRFQCaseTable,DetailsFormTransaction,DetailsTransaction,341,341,100.00%,1.4,0,0
Foundation,InventOnhandInterCompany,Auto,Task,91,35,38.46%,1.2,0,1
Foundation,ThresholdDesigner_IN,SimpleListDetails,SimpleListDetails-Tree,46,46,100.00%,1.3,0,0
Foundation,OMOrganizationHierarchyPurposes,FormPart,FormPartFactboxGrid,6,6,100.00%,1.1,0,0
Foundation,PayrollAccrual,SimpleListDetails,SimpleListDetails,54,54,100.00%,1.3,0,0
Foundation,BankCentralBankPurpose,SimpleListDetails,SimpleListDetails,26,26,100.00%,1.3,0,0
ApplicationFoundation,DMFBulkUpdate,Dialog,Dialog,14,14,100.00%,1.2,0,0
Foundation,EmplLedgerLookup_RU,Lookup,LookupGridOnly,6,6,100.00%,1.1,0,0
Foundation,TaxWithholdTransInquiry_IN,Auto,SimpleDetails-FastTabsContainer,47,37,78.72%,1.4,0,1
Foundation,ReverseChargeItemGroup_W,SimpleListDetails,SimpleListDetails,22,22,100.00%,1.3,0,0
Foundation,AssetTableNotYetAcquiredPart,FormPart,FormPartFactboxGrid,8,8,100.00%,1.1,0,0
Foundation,InventPackagingMaterialFee,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,RetailZReport_BR,DetailsFormMaster,DetailsMaster,32,32,100.00%,1.4,0,0
ApplicationFoundation,DMFExecutionHistoryWorkspace,Workspace,Custom,14,0,0.00%,,0,1
Foundation,InventJournalProject,Auto,Task,125,125,100.00%,1.2,0,0
Foundation,InventOrderEntryDeadlineTable,SimpleList,SimpleList,17,17,100.00%,1.1,0,0
Foundation,EngChgCaseAssociate,Dialog,Dialog,11,11,100.00%,1.2,0,0
Foundation,PurchReqWorkflowDropDialog,DropDialog,Custom,6,0,0.00%,,0,1
Foundation,ThresholdReference_IN,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,PurchRFQScoringRFQCaseCriteria,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,PaymCalendarCreateRule,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,BankCodaParameters,Auto,SimpleDetails-StandardTabsContainer,18,18,100.00%,1.5,0,0
Foundation,RG23ATaxDetails_IN,Auto,TaskParentChild,17,17,100.00%,1.2,0,0
Foundation,AuditPolicyTestRule,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,EssPersonCompensation,Auto,SimpleDetails-FastTabsContainer,29,29,100.00%,1.4,0,0
ApplicationFoundation,DMFDefinitionGroupTemplate,SimpleListDetails,SimpleListDetails,46,39,84.78%,1.3,0,1
Foundation,EPRemitOccCodes_BR,Auto,Task,18,18,100.00%,1.2,0,0
Foundation,InventOnhandItem,Auto,SimpleDetails-StandardTabsContainer,224,186,83.04%,1.5,0,1
Foundation,PayrollEarningsStatementTotals,FormPart,FormPartFactboxCard,4,4,100.00%,UX7 1.0,0,0
Foundation,AbatementCertificate_IN,Auto,Custom,21,0,0.00%,,0,1
Foundation,TMSCarrierFuelIndexTable,SimpleListDetails,SimpleListDetails,24,24,100.00%,1.3,0,0
Foundation,PurchRFQEditLinesRecalculationOptions,DropDialog,DropDialog,6,6,100.00%,1.2,0,0
Foundation,PurchRFQCaseTableListPage,ListPage,ListPage,56,56,100.00%,UX7 1.0,0,0
ApplicationFoundation,DMFCompare,Auto,Custom,11,0,0.00%,,0,1
Foundation,TMSAuditException,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,TaxWithholdTrans_IN,Auto,SimpleDetails-StandardTabsContainer,47,47,100.00%,1.5,0,0
Foundation,BankChequeCancel,Dialog,Dialog,13,13,100.00%,1.2,0,0
ApplicationFoundation,DMFSetupRecurringDataJob,Dialog,DialogFastTabs,22,22,100.00%,1,0,0
Foundation,ReturnActionDefaults,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,BankConstantSymbol,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,OMTeamSelectMemberDialog,Dialog,Custom,14,4,28.57%,,0,1
Foundation,PurchRFQSolicitationType,SimpleListDetails,SimpleListDetails,18,18,100.00%,1.3,0,0
Foundation,Threshold_IN,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,EngChgCaseDiscreteProductFormPart,FormPart,FormPartSectionList,13,13,100.00%,1.1,0,0
Foundation,ReverseChargeRule_W,SimpleList,SimpleList,14,14,100.00%,1.1,0,0
Foundation,InventJournalTable,Auto,Task,111,111,100.00%,1.2,0,0
Foundation,InventOwnerIdLookupReturn,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,EssPersonProfessionalExperience,Auto,Custom,31,28,90.32%,,0,1
Foundation,PurchReturnOrdersByVendorPart,FormPart,FormPartSectionList,12,12,100.00%,1.1,0,0
Foundation,BankAccountBalance,Dialog,Dialog,7,7,100.00%,1.2,0,0
Foundation,InventPackagingMaterialTrans,SimpleList,SimpleList,41,41,100.00%,1.1,0,0
Foundation,RG23CBalanceForm_IN,Auto,Custom,19,0,0.00%,,0,1
Foundation,EmplOpenTransReverse_RU,Auto,TaskParentChild,75,75,100.00%,1.2,0,0
Foundation,PayrollAccrualTransactionsInquiry,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,RHRMEmployeeLookup,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,PurchRFQReplyFields,Dialog,Dialog,40,40,100.00%,1.2,0,0
ApplicationFoundation,DMFDefinitionGroupTemplateDiscoverDependenciesDialog,SimpleList,SimpleList,12,11,91.67%,1.1,0,1
Foundation,BankCodaTrans,Auto,Task,14,14,100.00%,1.2,0,0
Foundation,PaymCalendarRules,TableOfContents,TableOfContents,79,28,35.44%,1.1,0,2
Foundation,TMSCarrierGroup,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
Foundation,EPReturnOccCodes_BR,Auto,Task,18,18,100.00%,1.2,0,0
ApplicationFoundation,DMFExecutionStagingLogDetails,SimpleListDetails,SimpleListDetails,31,31,100.00%,1.3,0,0
Foundation,PurchRFQCaseTableListPagePreview,FormPart,FormPartFactboxGrid,16,16,100.00%,1.1,0,0
Foundation,OperationTypeList_RU,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
ApplicationFoundation,DMFComparisonReport,Auto,SimpleDetails-FastTabsContainer,18,18,100.00%,1.4,0,0
Foundation,BankCustPaymIdTable,SimpleListDetails,SimpleListDetails,41,41,100.00%,1.3,0,0
Foundation,PurchRFQVendorCloseListPagePreview_PSN,FormPart,FormPartFactboxGrid,10,10,100.00%,1.1,0,0
Foundation,PayrollEarningsStatementWorkerEarning,FormPart,FormPartFactboxGrid,6,6,100.00%,1.1,0,0
Foundation,EssPersonCourse,Auto,Custom,27,24,88.89%,,0,1
Foundation,InventOnHandItemCostPart,FormPart,FormPartFactboxCard,5,5,100.00%,UX7 1.0,0,0
ApplicationFoundation,DMFSourceToTargetVizualization,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,ReturnDispositionCode,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,TMSAuditMaster,SimpleListDetails,SimpleListDetails,42,42,100.00%,1.3,0,0
Foundation,EssPersonProjectRoleEntry,Dialog,Dialog,11,11,100.00%,1.2,0,0
Foundation,PayrollAdjustArrear,DropDialog,DropDialog,14,14,100.00%,1.2,0,0
Foundation,BankAccountCustBillOfExchangeStatistics,FormPart,FormPartFactboxGrid,9,9,100.00%,1.1,0,0
Foundation,TaxWithholdUpdateCertificate_IN,Auto,TaskParentChild,60,60,100.00%,1.2,0,0
Foundation,PurchRFQAddQuestionnaire,Dialog,Dialog,17,17,100.00%,1.2,0,0
Foundation,RG23CItemDetails_IN,Auto,Task,11,11,100.00%,1.2,0,0
Foundation,TmpEximDEPBExportOrderTable_IN,Dialog,Custom,61,43,70.49%,,0,1
Foundation,BankChequeLayout,Auto,SimpleDetails-FastTabsContainer,84,55,65.48%,1.4,0,2
Foundation,RFIDDeviceTable,Auto,Task,19,13,68.42%,1.2,1,0
Foundation,RHRMEmplPreviewPaneFormPart,FormPart,Custom,13,0,0.00%,,0,1
Foundation,InventPackagingMaterialTransPurch,SimpleList,SimpleList,23,23,100.00%,1.1,0,0
Foundation,EssPersonProfessionalExperienceEntry,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,BankCodaTransCategory,Auto,Task,14,14,100.00%,1.2,0,0
Foundation,AccountingDistributionOrderSummary,Dialog,DialogReadOnly,16,11,68.75%,1.2,0,1
Foundation,InventOwnerIdLookup_RU,Lookup,Custom,49,0,0.00%,,0,1
Foundation,PurchRFQCaseTableOnHand,FormPart,FormPartFactboxCard,7,7,100.00%,UX7 1.0,0,0
ApplicationFoundation,DMFDefinitionGroupTemplateEntitySequence,Dialog,Dialog,17,13,76.47%,1.2,0,1
Foundation,EPSegmentTable_BR,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,InventProductTypeTable_BR,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
ApplicationFoundation,DMFImportExportJobSchedule,Dialog,Dialog,8,8,100.00%,1.2,0,0
Foundation,EngChgCaseManageApproval,Auto,TaskParentChild,88,88,100.00%,1.2,0,0
Foundation,PurchRFQReplyFollowup,SimpleList,SimpleList,22,22,100.00%,1.1,0,0
Foundation,TMSCarrierTransportationStatus,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,InventSerial,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
Foundation,EssPersonCourseEntry,Dialog,Dialog,10,10,100.00%,1.2,0,0
ApplicationFoundation,DMFCompositeEntityList,SimpleListDetails,SimpleListDetails,25,25,100.00%,1.3,0,0
Foundation,PaymDay,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,PurchRFQVendorCloseListPage_PSN,ListPage,ListPage,19,19,100.00%,UX7 1.0,0,0
Foundation,TaxWorkspace,Workspace,Workspace,27,27,100.00%,2,0,0
Foundation,OpResCapacityPlanningWorkspace,Workspace,Workspace,18,18,100.00%,2,0,0
Foundation,InventProfileCustVendLedger_RU,Auto,Task,18,18,100.00%,1.2,0,0
Foundation,BankAccountFormatSetup_RU,SimpleListDetails,SimpleListDetails-Grid,34,24,70.59%,1.4,1,0
Foundation,RHRMEmplTableLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,RFIDException,Auto,Task,26,26,100.00%,1.2,0,0
Foundation,PurchRFQCaseTableTotals,FormPart,FormPartFactboxCard,4,4,100.00%,UX7 1.0,0,0
Foundation,TMSBillingGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,PayrollBenefitCalculationRateDateManager,SimpleListDetails,SimpleListDetails-Grid,21,21,100.00%,1.4,0,0
Foundation,InventPackagingUnit,DetailsFormMaster,DetailsMaster,49,49,100.00%,1.4,0,0
Foundation,PayrollEarningStatement,DetailsFormMaster,DetailsMaster,102,95,93.14%,1.4,0,1
Foundation,EngChgCasePreview,FormPart,Custom,11,0,0.00%,,0,1
Foundation,EssPersonSigningLimitEntry,Dialog,DialogFastTabs,27,27,100.00%,1,0,0
Foundation,PurchRFQAmendmentWizard,Wizard,Wizard,20,11,55.00%,1.2,1,1
Foundation,BankCodaTransDefTable,SimpleListDetails,SimpleListDetails-Grid,28,28,100.00%,1.4,0,0
Foundation,AccountingSourceExplorer,ListPage,ListPage,56,56,100.00%,UX7 1.0,0,0
Foundation,PurchRFQVendorOpenListPagePreview_PSN,FormPart,Custom,15,0,0.00%,,0,1
Foundation,InventSerialBatchIdLookupReturn,Lookup,LookupGridOnly,6,6,100.00%,1.1,0,0
ApplicationFoundation,DMFSourceXMLEntityAttribute,SimpleList,SimpleList,24,24,100.00%,1.1,0,0
Foundation,EssPersonProjectRole,Auto,Custom,29,26,89.66%,,0,1
Foundation,RHRMLeaveScheduleTrans,Auto,SimpleDetails-StandardTabsContainer,42,42,100.00%,1.5,0,0
Foundation,TmpEximTotalDBKTrans_IN,Dialog,Dialog,48,5,10.42%,1.2,0,1
Foundation,PurchRFQReplyFollowupCase,FormPart,FormPartFactboxCard,2,2,100.00%,UX7 1.0,0,0
Foundation,InventOwner_RU,Auto,Task,37,37,100.00%,1.2,0,0
Foundation,PaymDueDateLimits_ES,SimpleListDetails,SimpleListDetails,27,11,40.74%,1.3,2,0
Foundation,OpResDefineManufacturingWorkCellWorkspace,Workspace,Workspace,21,21,100.00%,2,0,0
ApplicationFoundation,DMFDGTemplateSourceEntityConfigProgressDetailsDialog,Dialog,Dialog,22,16,72.73%,1.2,0,1
Foundation,EssPersonEducation,Auto,Custom,31,28,90.32%,,0,1
Foundation,Essentialsdashboard,Workspace,Custom,60,2,3.33%,,0,1
Foundation,RHRMEvaluationCode,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,TMSChangeReason,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,RG23CTaxDetails_IN,Auto,TaskParentChild,17,17,100.00%,1.2,0,0
ApplicationFoundation,DMFImportTemplate,Dialog,Dialog,6,5,83.33%,1.2,0,1
Foundation,TMSBreakMaster,SimpleListDetails,SimpleListDetails,22,22,100.00%,1.3,0,0
Foundation,TMSFreightBillSummary,SimpleListDetails,SimpleListDetails,63,63,100.00%,1.3,0,0
ApplicationFoundation,DMFConfigurationWizard,Wizard,Wizard,39,19,48.72%,1.2,0,3
Foundation,PayrollEarningStatementLineInquiry,SimpleList,SimpleList,40,40,100.00%,1.1,0,0
Foundation,BankFileArchTable,Auto,Task,30,30,100.00%,1.2,0,0
Foundation,BankCodaTransFamily,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,PurchRFQCaseVend,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,EngChgCaseProductDetailsPart,FormPart,FormPartFactboxGrid,7,7,100.00%,1.1,0,0
Foundation,RFIDManager,Auto,Custom,18,0,0.00%,,0,1
Foundation,BankCustPaymModeBankAccounts,Auto,Task,19,19,100.00%,1.2,0,0
Foundation,PayrollBenefitCalculationRateSetup,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,InventProfileIdLookup_RU,Lookup,Custom,47,0,0.00%,,0,1
Foundation,EssPersonSigningLimits,Auto,Custom,39,36,92.31%,,0,1
Foundation,PurchShippingStat_BR,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,PurchRFQVendorOpenListPage_PSN,ListPage,ListPage,20,20,100.00%,UX7 1.0,0,0
Foundation,InventPackagingGroup,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,PurchRFQReplyFollowupItem,FormPart,FormPartFactboxCard,12,12,100.00%,UX7 1.0,0,0
Foundation,RHRMMainEmployeeLookup,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,OpResLifeCycleManagementWorkspace,Workspace,WorkspaceOperational,42,42,100.00%,1,0,0
Foundation,BankLCImportMargin,SimpleList,SimpleList,16,16,100.00%,1.1,0,0
Foundation,PaymentOrderBudgetReceiptClassTable_RU,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,RG23DBalanceForm_IN,Auto,Custom,25,0,0.00%,,0,1
Foundation,EssMyJob,SimpleListDetails,SimpleListDetails,41,41,100.00%,1.3,0,0
Foundation,InventSerialIdLookup,Lookup,LookupTab,39,39,100.00%,1,0,0
Foundation,RHRMGradeScaleLine,Auto,Task,18,18,100.00%,1.2,0,0
ApplicationFoundation,DMFDataProjectsList,SimpleList,Custom,10,0,0.00%,,0,1
Foundation,TMSChargeOverride,SimpleListDetails,SimpleListDetails,33,33,100.00%,1.3,0,0
Foundation,TMSFreightBillType,SimpleListDetails,SimpleListDetails,23,23,100.00%,1.3,0,0
Foundation,ExciseAnnexure58Inquiry_IN,Auto,SimpleDetails-FastTabsContainer,29,29,100.00%,1.4,0,0
Foundation,InventProfileTypeSetup_RU,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,EngChgCaseReleasedProductDetailsPart,FormPart,FormPartFactboxGrid,7,7,100.00%,1.1,0,0
Foundation,TMSCalendarType,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,PurchRFQCloseVisibilityType_PSN,SimpleListDetails,SimpleListDetails,31,31,100.00%,1.3,0,0
Foundation,AccountingSourceExplorerParameters,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,InventParameters,TableOfContents,TableOfContents,279,279,100.00%,1.1,0,0
Foundation,InventPackagingMaterialCode,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,PayrollEarningStatementRetroactiveLines,SimpleListDetails,Custom,48,22,45.83%,,0,1
Foundation,PurchRFQVendReplyTableListPage,ListPage,ListPage,25,25,100.00%,UX7 1.0,0,0
ApplicationFoundation,DMFDGTemplateSourceEntityConfigProgressSummaryEnhancedPreviewPane,Dialog,Custom,14,0,0.00%,,0,1
Foundation,EssPersonEducationEntry,Dialog,DialogFastTabs,36,36,100.00%,1,0,0
Foundation,RHRMMaritalStatus,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,PurchRFQReplyFollowupVend,FormPart,FormPartFactboxGrid,6,6,100.00%,1.1,0,0
Foundation,RFIDMatch,Dialog,Dialog,20,12,60.00%,1.2,1,0
Foundation,PayrollBenefitReportingDateManager,SimpleListDetails,SimpleListDetails-Grid,19,19,100.00%,1.4,0,0
ApplicationFoundation,DMFMonitorRecurringDataJobs,SimpleListDetails,SimpleListDetails,28,28,100.00%,1.3,0,0
Foundation,BankLGRequestFormGiveToBeneficiary,DropDialog,DropDialog,5,5,100.00%,1.2,0,0
Foundation,EssPersonSkill,Auto,Custom,31,28,90.32%,,0,1
Foundation,BankIBSLogArchive_BE,Auto,Task,37,37,100.00%,1.2,0,0
Foundation,BankLCImportMarginAllocation,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,TmpFiscalReference_BR,SimpleListDetails,SimpleListDetails-Grid,29,29,100.00%,1.4,0,0
ApplicationFoundation,DMFSourceXMLToEntityMap,Auto,Custom,36,2,5.56%,,0,1
